"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FRMD1|79981",0.828605057736476,1.86257964037412,5.30855869734351,1.33796500204002e-07,1.0706364215929e-05,7.15457483859183
"MASP1|5648",0.969982117096626,2.85488969894605,5.30636331232029,1.35376111615559e-07,1.07901156679409e-05,7.14356272263381
"TACC3|10460",-0.540216710679292,9.38823623631224,-5.30282939131569,1.3795683335649e-07,1.0952690554126e-05,7.12584554234228
"EDA2R|60401",0.589869934203891,5.96292656674282,5.29722212586745,1.42149733065331e-07,1.12414896324516e-05,7.09775669572296
"ATOH8|84913",0.876607833487254,5.3136140486659,5.29550587234745,1.43457569484817e-07,1.13007723510511e-05,7.08916498592714
"SPC25|57405",-0.665986938242697,6.56161044742307,-5.29412619961187,1.44517364036176e-07,1.1340131918265e-05,7.08226014227508
"TRDN|10345",0.902273327394326,1.5554257237811,5.29091329741202,1.47014825640701e-07,1.14915642667799e-05,7.06618715470101
"RAD54L|8438",-0.726230610005087,6.73711651282578,-5.28848305176635,1.48931625675016e-07,1.15966183145796e-05,7.05403566211194
"PYCR1|5831",-0.546392904908997,10.8963105737875,-5.28517579971132,1.51579065825961e-07,1.17575409488375e-05,7.03750754843807
"ACSM5|54988",0.842559300199255,4.35751459965766,5.27317951427896,1.61569891940683e-07,1.24846658867906e-05,6.97763798429733
"BHMT2|23743",0.833056297457683,5.53788591314411,5.27129422722807,1.6319689618846e-07,1.25364639918495e-05,6.96824086499058
"CCDC64|92558",-0.66568649622241,8.2532952866376,-5.27096952586314,1.63478710488924e-07,1.25364639918495e-05,6.96662272906631
"ADAMTS1|9510",0.719853239994933,9.69266374398545,5.26999512876544,1.64327239290747e-07,1.25539809790233e-05,6.96176742887504
"WISP1|8840",-0.800609954074663,7.31070011141883,-5.26781430105706,1.66241838654864e-07,1.26525038479989e-05,6.95090372055863
"ASPA|443",0.803974644828177,3.09100447296646,5.26574104470954,1.68082014409101e-07,1.27361435573246e-05,6.94057983096526
"CD300LG|146894",1.38981888640236,4.46595302233522,5.26516254606234,1.68598986088565e-07,1.27361435573246e-05,6.9376998545012
"NCAPG|64151",-0.682027919095791,8.2349644599281,-5.25171921029352,1.81055429560947e-07,1.35758043387458e-05,6.87085861478868
"KIAA0408|9729",1.23194452735443,2.45721189050672,5.25081620398753,1.81923342404715e-07,1.35905463726327e-05,6.86637461502112
"EPB41L4B|54566",0.506294766720907,9.06226641659115,5.2469796553639,1.85655908192691e-07,1.38183965491214e-05,6.8473318753728
"DTL|51514",-0.66805743457969,8.60154935093954,-5.24523612289257,1.87376584192227e-07,1.38687140265625e-05,6.83868220469875
"MLF1IP|79682",-0.532567961019412,8.67714416591082,-5.24490809539649,1.87702032268616e-07,1.38687140265625e-05,6.83705516415252
"KIF14|9928",-0.841505741979784,6.95068813981073,-5.24206943034956,1.90541324071387e-07,1.38899474952664e-05,6.82297921138754
"PGA3|643834",0.709779289735881,1.13196870708618,5.24187850009506,1.90733781362512e-07,1.38899474952664e-05,6.82203271431004
"MAPK10|5602",0.848362579276157,6.13202603593283,5.24003618311518,1.92600526165622e-07,1.39756188251721e-05,6.81290149211883
"GJB2|2706",-0.997310533614146,8.47960053569293,-5.2340397452857,1.98799726885493e-07,1.43227774761452e-05,6.78320197275267
"MYCT1|80177",0.520493575886296,7.45334804609136,5.23019259103633,2.02878197216708e-07,1.45647840519584e-05,6.76416455825388
"ACACB|32",0.785054863699988,8.89979361335573,5.21943104548449,2.14721527061955e-07,1.53064694203144e-05,6.71098229054727
"PROKR1|10887",0.550615713727393,0.721194212010115,5.21601079648765,2.18623743336746e-07,1.55299567854471e-05,6.69410161702607
"SPAG5|10615",-0.620985418597446,9.00357696585192,-5.2146717562198,2.20170092574712e-07,1.55851172173952e-05,6.68749563315354
"ITIH5|80760",0.90188350428047,8.31782372337292,5.2123885953586,2.22831169483241e-07,1.57185262236523e-05,6.67623566655666
"GPIHBP1|338328",0.940411370185607,5.52974678547476,5.21154181327121,2.23826003351936e-07,1.57338799925692e-05,6.67206074421528
"DPP6|1804",0.857418238942277,1.91250372134718,5.20813662616228,2.2787011912566e-07,1.59627355076089e-05,6.65527852454944
"EBF1|1879",0.663226962207869,7.58042760692136,5.20298798743877,2.34119383695557e-07,1.63439549066088e-05,6.62992361887328
"SDPR|8436",0.985775731095752,7.12137436647871,5.20191254488547,2.35445500423481e-07,1.63800486463003e-05,6.62463051940967
"FZD4|8322",0.564892997521507,10.0190755763562,5.20056816991098,2.37113457728463e-07,1.64248256906632e-05,6.61801525384058
"CDKN3|1033",-0.64905396482124,6.89763909463474,-5.20008819220206,2.37711727703843e-07,1.64248256906632e-05,6.61565382121364
"KIF11|3832",-0.569004571886378,9.12897842736961,-5.19675164952665,2.41911119792953e-07,1.66003445037633e-05,6.59924415584442
"FAM13A|10144",0.533254295576614,8.66869767838747,5.19655939972052,2.42155260815832e-07,1.66003445037633e-05,6.59829894462778
"PIK3C2G|5288",1.2448260510501,4.59801355188995,5.19451655170108,2.44764272711773e-07,1.66843525287874e-05,6.58825717491082
"ITGA7|3679",0.819482344390051,7.72509950758102,5.19321296728269,2.4644332878564e-07,1.67162712453898e-05,6.58185127078765
"LRRN4CL|221091",0.89032558978348,5.11488585538897,5.19287231901056,2.46883927012672e-07,1.67162712453898e-05,6.58017755337311
"LDB3|11155",0.581541794207301,4.56683753261214,5.18675236511262,2.54930585320886e-07,1.71371257142326e-05,6.55012597507031
"CLEC3B|7123",0.809563163511169,7.48458570688267,5.18661231048771,2.55117669602273e-07,1.71371257142326e-05,6.54943864144017
"CIDEC|63924",1.59576130788784,5.32214840302498,5.18586532721313,2.56117731405652e-07,1.71371257142326e-05,6.54577303596733
"KY|339855",0.971803383344976,3.05958854971902,5.18538416844296,2.567639139666e-07,1.71371257142326e-05,6.54341215346378
"TNXB|7148",0.971279861437204,8.725945944045,5.18496213272099,2.57331993930685e-07,1.71371257142326e-05,6.54134153905369
"SAMD5|389432",0.874903424168043,6.05125255925477,5.17959630540443,2.64661489220248e-07,1.75104687435588e-05,6.51502939318074
"CXorf36|79742",0.510382555521837,8.63840082441383,5.17903667316622,2.65437449516835e-07,1.75104687435588e-05,6.51228664309664
"SKA3|221150",-0.69396487744638,6.97615038787033,-5.17896793018451,2.65532916980614e-07,1.75104687435588e-05,6.51194975409308
"MMRN2|79812",0.505429296424678,9.39375435876622,5.17551879580524,2.70365804786741e-07,1.77137725498627e-05,6.49505202458281
"CABP1|9478",0.564733786831765,2.45792845178845,5.17171581599358,2.75793107211352e-07,1.80110692112704e-05,6.47643316789543
"PKD1L2|114780",0.810233300454346,3.64594383613392,5.16911784748551,2.79561132294742e-07,1.81401125747021e-05,6.46372135810535
"CST4|1472",-1.25891016388107,3.40626024398929,-5.16823355957541,2.80855000521434e-07,1.81658450017778e-05,6.45939593965904
"BUB1B|701",-0.69649594486895,8.05996567331156,-5.16720253772263,2.82370879119098e-07,1.82057275406565e-05,6.45435367309494
"CMA1|1215",0.901153215346795,2.22796671880682,5.16395543705115,2.87196864225353e-07,1.84580968769596e-05,6.43847980629403
"MMP13|4322",-1.390484087566,6.88254123169054,-5.16196336126192,2.90196949247485e-07,1.84777148558199e-05,6.42874598485711
"GDF10|2662",1.01988877027397,3.84056857542847,5.15913746240854,2.94504818917697e-07,1.86859579643228e-05,6.41494400448068
"CCNB2|9133",-0.723240812389379,8.19325749963302,-5.15858305177629,2.95357201708238e-07,1.86859579643228e-05,6.41223704928323
"CDT1|81620",-0.675280473893683,7.70313733730245,-5.15461878446675,3.01521985897659e-07,1.9016550169776e-05,6.3928892515226
"PLIN1|5346",1.4909155972391,7.52870055721295,5.1518650006872,3.05877397980841e-07,1.92313289506898e-05,6.37945760284612
"ESM1|11082",-0.676947939497521,6.99396317465963,-5.15020571408089,3.08531044870604e-07,1.93381145616266e-05,6.37136768701303
"UBE2C|11065",-0.874531443796008,8.57742295929426,-5.14761012652634,3.12726787159705e-07,1.95405981668155e-05,6.35871777078544
"CXCR7|57007",0.561686234899833,9.00507304127328,5.14696275494287,3.13781821455306e-07,1.95461937703467e-05,6.35556367049971
"CDK1|983",-0.649247366951962,9.23386069279392,-5.13336140435634,3.36760702005454e-07,2.08533685131755e-05,6.28938291556416
"CEBPA|1050",0.523145661763541,9.18400802509545,5.13332378972748,3.36826451163664e-07,2.08533685131755e-05,6.28920012322846
"RXRG|6258",0.710137808634378,1.90926519489469,5.13255946344006,3.38165159858412e-07,2.0870855553899e-05,6.28548607343304
"KIF26B|55083",-0.744346118580641,7.66646262271628,-5.13170602503182,3.39666025075393e-07,2.0870855553899e-05,6.28133962764583
"TDRD10|126668",0.672685728584808,3.30400294736772,5.12936379325553,3.43818256810773e-07,2.09677088134663e-05,6.26996322353004
"CKAP2L|150468",-0.733299967838517,6.74399882411187,-5.12934499354912,3.43851781974355e-07,2.09677088134663e-05,6.26987193186638
"SPOCD1|90853",-0.786074879822841,5.68591037020321,-5.12610910887134,3.49669598313436e-07,2.12584414950616e-05,6.25416316953348
"GNG11|2791",0.509819590518475,8.89860086790176,5.12410743245271,3.5331593334803e-07,2.14158115887152e-05,6.24445065440053
"DEPDC1B|55789",-0.700837039419021,6.26537419558363,-5.11752948017028,3.65559257283326e-07,2.20917825782118e-05,6.212558600125
"ANO3|63982",1.08441275605507,2.90163617125737,5.11685051242188,3.66846095212574e-07,2.21035690404124e-05,6.20926896317277
"CLSPN|63967",-0.783455455975656,6.2522126898161,-5.11574888217277,3.68943318760509e-07,2.21639688080312e-05,6.20393238638605
"GYG2|8908",0.830432581193183,8.02290196438991,5.11372965247777,3.72817540852181e-07,2.23304470844746e-05,6.19415356408358
"LMNB1|4001",-0.540910392659834,9.82901597770457,-5.11222068155017,3.75738386821494e-07,2.24390077911538e-05,6.18684824625144
"MESTIT1|317751",0.634053229545968,1.55206804841812,5.11033487759173,3.79419749796978e-07,2.25259613919056e-05,6.17772146713863
"SCN4A|6329",0.846249746066438,4.74195585298148,5.10409238577741,3.91856328997178e-07,2.31242850727722e-05,6.14753236786228
"FAM89A|375061",0.647348190389616,6.43545342060913,5.10356524233152,3.92924379601563e-07,2.31242850727722e-05,6.14498467592353
"PLCXD3|345557",0.980161798633916,3.71864020772415,5.10066373463999,3.98853693460412e-07,2.34051971713218e-05,6.13096613098302
"ODF3L1|161753",0.600527942214455,2.34257231924673,5.09922208294845,4.01831808245743e-07,2.35118062368066e-05,6.12400365755263
"LOC728264|728264",0.830357793347929,7.29006207421965,5.09465604133563,4.11406648436204e-07,2.3989436526415e-05,6.10196427267202
"PAPPA2|60676",0.724998352698153,1.77144428167742,5.09420481856698,4.12364727645959e-07,2.3989436526415e-05,6.09978732970222
"TNMD|64102",1.07667963423529,2.62911282766406,5.08637133123285,4.29345160060855e-07,2.48345507583772e-05,6.06202360547755
"TMEM132C|92293",1.2865279371251,4.16393289716969,5.07294901272222,4.60022695175038e-07,2.63083600672843e-05,5.99744586938647
"HIST2H2AA3|8337",-0.719918796134674,9.33276472165419,-5.06969898935093,4.67763292751179e-07,2.66331147295175e-05,5.9818337310483
"SMYD1|150572",1.21618459854378,2.84095380292625,5.06642439678045,4.75689571074698e-07,2.6900378118456e-05,5.9661132087063
"IL21R|50615",-0.749213515281475,5.85951073901268,-5.06520149725742,4.78682787174151e-07,2.69043292125995e-05,5.96024484709282
"FOSB|2354",1.10653252545921,8.95278942887213,5.06485521291539,4.79533665550441e-07,2.69043292125995e-05,5.95858336806381
"OXTR|5021",0.999876461064468,7.32480928861123,5.06423729324463,4.81055627539588e-07,2.69043292125995e-05,5.95561884626246
"PPARG|5468",0.712405726439877,7.29373566558946,5.05559207042404,5.02844650784671e-07,2.77386647278901e-05,5.91417879722184
"TAL1|6886",0.533565185002249,5.63019326276027,5.05270116607157,5.10341114452514e-07,2.80756952774216e-05,5.90033657467368
"TNS1|7145",0.561093509861639,11.6012192578132,5.04538916179361,5.29786863016556e-07,2.90664906281035e-05,5.86535892546561
"LGALS12|85329",1.22015029888083,4.21240315284214,5.04221370334933,5.38452827611492e-07,2.9303702943534e-05,5.8501838604063
"PPEF1|5475",-0.750166907288993,4.90811805066686,-5.03974538392414,5.4528336137219e-07,2.95958757398927e-05,5.83839440203801
"RERGL|79785",1.10026140979943,3.48882009509219,5.03701350022068,5.52940784317391e-07,2.9924115384804e-05,5.82535249371941
"PDZD2|23037",0.680351965943909,8.56865698174491,5.03653694718681,5.54287145927464e-07,2.9924115384804e-05,5.82307813819589
"NEUROG2|63973",0.871113060336346,1.52084530530241,5.03583200568238,5.56284557874461e-07,2.99520767930012e-05,5.81971417185312
"AQP1|358",0.583739646076545,11.4779699018796,5.03003644591701,5.7297145677352e-07,3.07687192105568e-05,5.79207489392397
"SHISA3|152573",0.72955462619729,2.06726921471945,5.02817555075468,5.78431195662e-07,3.0979734275601e-05,5.78320663849487
"LHFP|10186",0.519208661251516,9.32231877824726,5.02746588748746,5.80526498785661e-07,3.10099181211496e-05,5.77982550132499
"PAQR4|124222",-0.552494897576884,9.77242618445904,-5.02511157952572,5.87530269440059e-07,3.13014481705632e-05,5.76861183677814
"CCL14|6358",1.05080571005882,7.27385436626342,5.02392859012723,5.91080234047506e-07,3.13198817794724e-05,5.76297910043104
"ACSL1|2180",0.624484041507506,10.9142998084323,5.02292385486855,5.9411153835427e-07,3.13223648280786e-05,5.75819610393317
"CLDND2|125875",0.518629275421478,1.41037686993783,5.02126291136073,5.99155570260585e-07,3.15062455063001e-05,5.7502912580776
"CDCA5|113130",-0.645059815023335,8.49100996763228,-5.01726248723315,6.11474499605267e-07,3.19022895342105e-05,5.73126247035985
"PLIN4|729359",1.3700398548759,8.70342780148192,5.01669496945097,6.132417969096e-07,3.19022895342105e-05,5.72856413400991
"SRPX|8406",0.696958595416578,8.10889011043566,5.01640880622992,6.1413480154589e-07,3.19022895342105e-05,5.72720364451741
"HBB|3043",1.02441481173953,6.66948072763628,5.01627070534233,6.14566209846485e-07,3.19022895342105e-05,5.72654710581178
"LEP|3952",1.57105449699416,4.53930770287966,5.01234210847211,6.26961852964142e-07,3.23797007991303e-05,5.70787757371311
"IL4I1|259307",-0.672463109549378,7.05809853250569,-5.00912320827305,6.37297761613643e-07,3.28297536485196e-05,5.6925910684403
"TMEM100|55273",0.948289207917853,4.69950191144624,5.00601595401555,6.47431048004489e-07,3.31828900426605e-05,5.67784365148433
"AURKA|6790",-0.632331048537215,8.3386022712849,-5.00475366446048,6.5159185057119e-07,3.3311810643469e-05,5.67185516037917
"SCN3A|6328",0.866213210313151,3.50225729133976,5.0012109899478,6.63407642299868e-07,3.38304476533018e-05,5.65505587480632
"PALMD|54873",0.622661239374719,8.85660932065321,4.99929226232135,6.69893168358011e-07,3.39049679835198e-05,5.64596204680517
"GABRE|2564",1.00281534229,5.61162070996405,4.99660695488007,6.79072643764172e-07,3.41985713258847e-05,5.63324059530864
"SLC14A2|8170",0.801991830498503,2.39132822582309,4.99260744276276,6.92969975764286e-07,3.48118539934193e-05,5.61430528055512
"LOC399815|399815",-0.55783799892981,3.19882694532016,-4.98911365823057,7.05334254921256e-07,3.52580049157551e-05,5.59777612251417
"MORN3|283385",-0.603365029555856,4.23406588481257,-4.98487186754125,7.20631922440098e-07,3.59339735709354e-05,5.57772297122258
"CNIH2|254263",-0.759028290305406,5.50305439652912,-4.97946388334005,7.40600070025498e-07,3.68389396011455e-05,5.55218021714724
"HBA1|3039",1.33065027043945,3.4636942139569,4.97666080916349,7.51158963652355e-07,3.72725814194655e-05,5.53895127010178
"ANGPT1|284",0.737664658285009,5.96873271404031,4.97223914151609,7.68110750893513e-07,3.7927810126437e-05,5.51809791489682
"HIST1H2AM|8336",-0.69968203294429,3.24184672947561,-4.97038947754578,7.75310937277157e-07,3.80974998183885e-05,5.50937982488642
"EME1|146956",-0.582382372559378,6.00700220290871,-4.96980468800478,7.77600861556092e-07,3.81175047026709e-05,5.50662415866325
"COL25A1|84570",0.712236028989526,2.94300642267736,4.96748873383977,7.86733941695505e-07,3.84720498783224e-05,5.49571387594468
"TPO|7173",0.742641038797457,3.0637631135794,4.96601705091371,7.92591267747443e-07,3.86650848567397e-05,5.48878341245044
"OIP5|11339",-0.577361231386605,5.86309197349689,-4.96289831825607,8.05143218007954e-07,3.90772095005157e-05,5.47410312428074
"GIPC2|54810",0.732385449003957,4.53057959876461,4.96287620818406,8.05232885061449e-07,3.90772095005157e-05,5.4739990806637
"MMRN1|22915",1.03304204972828,6.04484929605,4.96248278675057,8.06830010926924e-07,3.90772095005157e-05,5.47214782693139
"C1QTNF6|114904",-0.507938970950437,9.38003759726281,-4.95918596518556,8.20334334209775e-07,3.95721720165077e-05,5.45664006170886
"TNFRSF10D|8793",0.625595561295257,5.75411300481991,4.95903476698761,8.2095886623528e-07,3.95721720165077e-05,5.455929083486
"CSN1S1|1446",0.813358227667118,0.803472147290389,4.95574238341693,8.34672489835311e-07,4.0137635526641e-05,5.44045246251896
"GRIK1|2897",0.864535311716155,1.71368999999734,4.94827626854524,8.66594164886741e-07,4.14756474423926e-05,5.40539259557685
"AURKB|9212",-0.778710065282237,7.01192072335841,-4.94527426197967,8.79758451222615e-07,4.20063911438723e-05,5.39130980394301
"DMRT2|10655",0.751866707569733,3.47503316664783,4.93994156064865,9.03620186546739e-07,4.3044213356797e-05,5.36631355213275
"RDM1|201299",-0.661584346217091,3.31633685695616,-4.93713211724079,9.16441090331318e-07,4.34504680884251e-05,5.35315505772498
"NKAPL|222698",0.543019205626603,2.91608932738707,4.93631413026052,9.20206824376363e-07,4.35270728025689e-05,5.34932522360552
"CENPK|64105",-0.518890452470638,6.06779285194044,-4.93432007404089,9.29449399053489e-07,4.38617787502049e-05,5.33999154521377
"MYOCD|93649",0.711055723592969,2.853189653508,4.93110683847638,9.44531545239381e-07,4.43666847642025e-05,5.32495877099619
"POLQ|10721",-0.634460821564025,6.63030944303698,-4.92638408573572,9.67127992633247e-07,4.50103591054255e-05,5.30288085977131
"C1QTNF9|338872",0.674145608638479,2.43164034039485,4.92388692324692,9.79285612160116e-07,4.54716449958292e-05,5.29121529827843
"OVCH2|341277",0.630754722106867,1.05383304986364,4.92286704017205,9.84293244397836e-07,4.55995806243345e-05,5.2864525120666
"TMOD1|7111",0.565948331474807,7.09769894881223,4.92211471579499,9.88002972105669e-07,4.56669410280349e-05,5.28293981120043
"PPP1R1A|5502",1.21097092992828,6.48779910174207,4.92079829658129,9.94526711821195e-07,4.57999705848875e-05,5.27679451155808
"SAA2|6289",1.29376140254642,6.40636543872137,4.91944108203308,1.00129608424976e-06,4.59665288563185e-05,5.27046041536889
"GPD1|2819",1.41442632073035,6.88996433769727,4.91744061713912,1.01135483030981e-06,4.61145913054551e-05,5.2611273244539
"C3orf55|152078",0.789603928215659,3.66833605613271,4.91688384840952,1.01417165850914e-06,4.61391128685787e-05,5.25853038676215
"ADH1B|125",1.78090242459437,7.5743751881317,4.90508175985218,1.07569139900012e-06,4.87189538540434e-05,5.20354797301274
"EBF3|253738",0.657487649829234,5.97382929811845,4.90042720683237,1.10092960411981e-06,4.96399105465601e-05,5.18189851292038
"SCN3B|55800",0.756830173109467,4.08546718433205,4.89708503351828,1.1194027003438e-06,5.02625020227603e-05,5.16636536559181
"CDCA2|157313",-0.680387770107605,6.69739894145794,-4.89193600622299,1.14844859205164e-06,5.13252577176281e-05,5.14245447102245
"SLC10A6|345274",0.646730218792266,2.87598861273758,4.89106127441774,1.15345461484144e-06,5.14354376155616e-05,5.13839480736697
"RBP7|116362",0.678326590711459,7.4660585944083,4.8888085538589,1.1664437455005e-06,5.16732026863404e-05,5.12794303987971
"CIDEA|1149",1.37375693557313,3.79878963868365,4.87964504520678,1.2207478278852e-06,5.39607855361045e-05,5.08547528075205
"B3GALT1|8708",0.606623990076491,1.3580034793677,4.87274188308432,1.26325696433773e-06,5.52367975011174e-05,5.05353327283335
"ADAMTS5|11096",0.708214636612557,7.9661621826345,4.86417136206044,1.31802020869859e-06,5.72603414701782e-05,5.01393629781567
"PFKFB1|5207",0.82380714712154,3.54166303836294,4.86151404952302,1.33545915071737e-06,5.76468454291539e-05,5.00167268922331
"HIST1H2BC|8347",-0.738727360482044,6.34936990187927,-4.85833758511683,1.35659676958461e-06,5.84346842558309e-05,4.98702158211245
"ABCA10|10349",0.906532903177299,4.13001611232985,4.85165738202826,1.40210619223575e-06,6.01547419897448e-05,4.95623973281828
"LMX1A|4009",0.616789860892678,1.71331783760592,4.84930769482696,1.41846039253636e-06,6.07119041160647e-05,4.94542218982527
"CCNA2|890",-0.611329174438981,8.32297617745997,-4.84151686918728,1.47401038772121e-06,6.25845298373313e-05,4.90959047518141
"ADAM8|101",-0.595571378801508,8.13347637264264,-4.84144768773402,1.47451292318097e-06,6.25845298373313e-05,4.90927254138764
"MMP9|4318",-0.917645955084858,9.69034764081955,-4.84101374999507,1.4776688200664e-06,6.25845298373313e-05,4.90727841424294
"CLDN5|7122",0.735085298095972,7.2972143041386,4.84044106421659,1.4818437454334e-06,6.26303269860109e-05,4.90464694301543
"SPC24|147841",-0.674256868313112,3.9988647561515,-4.82592625429138,1.59153047714192e-06,6.64340917726559e-05,4.83805134227418
"GPRC5B|51704",0.508934179404846,9.1399771675183,4.82282604379461,1.61595108056987e-06,6.73146700126277e-05,4.82385202649973
"CHRNA6|8973",-0.717337141816034,2.79936607998701,-4.82179504331877,1.62415197635041e-06,6.75173650127598e-05,4.81913186217609
"CDCA8|55143",-0.595193296864857,8.22116031070535,-4.82082088943541,1.63193749476895e-06,6.77019970934372e-05,4.81467284237245
"PDGFD|80310",0.551451319377805,8.63800392090163,4.81831136966159,1.65215960413114e-06,6.81145361883364e-05,4.80318992414347
"RBP4|5950",1.24155294768166,5.94295072847394,4.81791942177376,1.65533967916332e-06,6.81145361883364e-05,4.80139698788886
"HOXA2|3199",0.662875958476895,3.01396202013343,4.81613085730199,1.66992615781189e-06,6.85039191715989e-05,4.79321710557818
"FHL5|9457",0.706848064072836,4.52991220111924,4.81362220681157,1.6905938346532e-06,6.91435801667758e-05,4.78174885510859
"RNF39|80352",0.69498116501625,6.21459073130629,4.81044466411891,1.71712580815495e-06,6.98303704566638e-05,4.76723098586179
"GPBAR1|151306",0.564698887139133,3.59316094957673,4.80691908151297,1.74703279762271e-06,7.087911620816e-05,4.75113369674751
"E2F1|1869",-0.587012833922357,8.21294419681998,-4.79823596677797,1.82284326285277e-06,7.33667233726727e-05,4.71153605790345
"SGOL1|151648",-0.696088954352828,5.78659311393494,-4.79629446155478,1.84022205874996e-06,7.39192372607001e-05,4.70269158096366
"NR4A1|3164",0.692549625103822,10.1065566900713,4.79337862988152,1.86662207572836e-06,7.48312156893479e-05,4.68941502358151
"CRTAC1|55118",0.957639250567085,4.28875081566819,4.79158705867768,1.88302333775261e-06,7.52954113585628e-05,4.68126135738448
"PLK1|5347",-0.698048660768644,8.47252535703481,-4.7908977987944,1.88937015065068e-06,7.52958635825258e-05,4.6781252262624
"INMT|11185",0.750231690803075,5.99040152771202,4.7897546988169,1.89994138993876e-06,7.556839575503e-05,4.67292507592092
"C16orf75|116028",-0.534964660935344,7.8616222426373,-4.78927611003579,1.904384195771e-06,7.55965843987918e-05,4.67074824949776
"RIMS3|9783",0.57319127704699,6.79180916014329,4.78618503041504,1.93332078988957e-06,7.6595067301985e-05,4.65669371474566
"GRM8|2918",-0.574036444545499,2.97180307224502,-4.78497867055694,1.94472827729683e-06,7.68965311989731e-05,4.65121098964357
"CDC6|990",-0.648364985359242,8.29321975341064,-4.78219169646949,1.97133037477688e-06,7.77964589422183e-05,4.63854967024819
"CDCA3|83461",-0.635138381575355,7.32560747282888,-4.7816905168247,1.97615120069899e-06,7.78349826034068e-05,4.63627354325875
"COL24A1|255631",-0.504227003766106,4.94716911933998,-4.78007772884365,1.99174162802718e-06,7.79938283547587e-05,4.62895055397731
"CORO2B|10391",0.602915368074976,5.93290649016832,4.77867494974286,2.00539810138759e-06,7.83769972250807e-05,4.62258305020432
"TCEAL7|56849",0.587065379470765,4.83297582779858,4.77057151855003,2.08606776848208e-06,8.06310240915154e-05,4.5858349415391
"AVPR2|554",0.746760123421145,3.69289723863431,4.77048285141624,2.08696747957293e-06,8.06310240915154e-05,4.58543317691091
"SCN4B|6330",0.685389713764278,7.16639317974861,4.76890304764544,2.10306055286808e-06,8.10980207482175e-05,4.57827603844047
"TUSC5|286753",1.53985690139384,5.24268215812478,4.76851098787729,2.10707281676674e-06,8.10982683943775e-05,4.57650020368927
"CYTL1|54360",0.609874044631438,4.06013477160083,4.76211613648447,2.17356514656536e-06,8.24651417878498e-05,4.54755446962113
"FAM111B|374393",-0.665960677362538,8.21433380197158,-4.76178304399383,2.17708329781252e-06,8.24651417878498e-05,4.54604777531274
"CXCL10|3627",-0.858267407145705,8.48431663321941,-4.76137582862851,2.18139178132508e-06,8.24651417878498e-05,4.54420593438389
"PDE3B|5140",0.819271612449879,6.56136255298604,4.76099564908537,2.18542161654941e-06,8.24651417878498e-05,4.54248651307731
"AADAC|13",0.825807257670695,1.50434909215715,4.76042659720726,2.19146684523898e-06,8.24651417878498e-05,4.53991313295319
"ZFP36|7538",0.597540339132956,11.1886109628542,4.75930868247787,2.20338968750453e-06,8.27599707301099e-05,4.53485853015451
"SPOCK3|50859",0.652619711356435,1.35276513464082,4.75861863315419,2.21078034675544e-06,8.28837928149331e-05,4.53173906987548
"LGI4|163175",0.589867057605938,5.50844925161027,4.75599319674482,2.23911814208389e-06,8.37910291802005e-05,4.51987439451593
"STK32A|202374",0.547403297801297,1.3386545529872,4.75381051472555,2.26294263059594e-06,8.43980636384775e-05,4.51001535754101
"EFEMP1|2202",0.705046560476128,10.5321018567864,4.75336401564228,2.26784621483486e-06,8.43980636384775e-05,4.50799908361468
"FGF2|2247",0.81932933482971,7.1079896109178,4.75180220395721,2.2850789904238e-06,8.47278830789923e-05,4.50094777511503
"KL|9365",0.653768756872679,4.99202088692634,4.75044123378632,2.30019831613876e-06,8.48224315304722e-05,4.49480504162684
"ANKRD53|79998",0.61905904044206,3.32624609467877,4.74800372269324,2.32751790845972e-06,8.5673818285031e-05,4.48380755919452
"FBXO43|286151",-0.501208684471699,3.9792501894683,-4.74230258195202,2.39263977233978e-06,8.79110566080197e-05,4.45810646081921
"ABCA9|10350",0.925288979585887,5.83856166466027,4.7372232084312,2.45213203017727e-06,8.99337191140198e-05,4.43523325671052
"LHX6|26468",0.552167345855609,6.62221159773575,4.73286177212019,2.50434787083714e-06,9.14257718233506e-05,4.41561178259657
"ANK2|287",0.64133226965021,7.74656282599501,4.73232247462604,2.51087819875441e-06,9.14257718233506e-05,4.41318676428452
"NOV|4856",0.612364408230897,6.98796398882752,4.73194299738995,2.51548307837705e-06,9.14290034501675e-05,4.41148055642532
"HBA2|3040",0.896785638605125,6.58195409809482,4.73001502358614,2.53900432200816e-06,9.18068972707281e-05,4.40281401475291
"CNGA1|1259",0.801882508559578,3.64819900450512,4.72997584871448,2.53948443920018e-06,9.18068972707281e-05,4.40263795271491
"SLC17A7|57030",0.660148124852922,3.67345041200223,4.72739145101869,2.57135165688201e-06,9.27932518602072e-05,4.3910260867652
"AGAP11|119385",0.626947590341613,5.11194255694183,4.72393438181023,2.61458089030823e-06,9.38994615703068e-05,4.37550276348951
"NCAPH|23397",-0.603178120074157,7.72152435047987,-4.72382818779963,2.61591979874799e-06,9.38994615703068e-05,4.37502609147532
"ADRA1B|147",0.630466568490839,3.84228876027517,4.7167280604171,2.70694962034494e-06,9.66529013472368e-05,4.34317912571631
"GNAI1|2770",0.559064852799314,7.85293729068316,4.71616003142493,2.71436231572964e-06,9.67344743732525e-05,4.34063326833001
"IRF7|3665",-0.504347871021279,9.19853643102126,-4.71550591387416,2.72292262041044e-06,9.67344743732525e-05,4.33770193358035
